id,driver_id,type,plate_number,brand,model,status
946,user_02606,motorbike,54-F576768,Honda,Future Neo,active
947,user_02608,car,61-E270509,Hyundai,Accent,active
948,user_02609,motorbike,60-E185379,SYM,Elizabeth,active
949,user_02611,motorbike,60-L736215,Honda,Winner X,active
950,user_02612,car,61-G866551,Kia,Sportage,active
951,user_02614,motorbike,62-N096489,SYM,Attila,active
952,user_02616,motorbike,62-Y914808,SYM,Galaxy,active
953,user_02621,motorbike,15-H979662,Honda,Winner X,active
954,user_02622,motorbike,54-F175828,SYM,Elizabeth,active
955,user_02625,motorbike,54-F678481,Yamaha,Grande,active
956,user_02628,car,61-C312004,Honda,Accord,active
957,user_02638,motorbike,54-W077367,Yamaha,Nouvo,active
958,user_02639,car,61-D115025,Kia,Cerato,active
959,user_02642,motorbike,59-N113877,SYM,Galaxy,active
960,user_02644,motorbike,61-R229108,SYM,Attila,active
961,user_02646,motorbike,62-M568318,Honda,Wave Alpha,active
962,user_02651,motorbike,59-W602088,Honda,Air Blade,active
963,user_02652,motorbike,61-P834540,Honda,Wave Alpha,active
964,user_02654,motorbike,63-C616966,Honda,Future Neo,active
965,user_02658,motorbike,60-L547052,Honda,Winner X,active
966,user_02661,motorbike,61-X422920,Honda,Future Neo,active
967,user_02662,motorbike,15-T867769,SYM,Galaxy,active
968,user_02663,motorbike,59-J126945,Honda,Wave Alpha,active
969,user_02664,motorbike,60-F435562,Honda,Vision,active
970,user_02665,car,59-W526614,Toyota,Altis,active
971,user_02666,motorbike,61-K470073,Honda,Future Neo,active
972,user_02671,car,54-K357591,Toyota,Altis,active
973,user_02674,motorbike,15-A681125,Yamaha,Nouvo,active
974,user_02677,motorbike,60-V807315,Yamaha,Grande,active
975,user_02679,motorbike,61-F309390,Yamaha,Janus,active
976,user_02685,motorbike,59-L894114,SYM,Elizabeth,active
977,user_02686,motorbike,61-S288203,Honda,Vision,active
978,user_02691,motorbike,61-W855662,Yamaha,Exciter,active
979,user_02692,motorbike,54-M982818,Honda,Air Blade,active
980,user_02697,motorbike,63-G334243,SYM,Galaxy,active
981,user_02705,motorbike,60-Q052725,Honda,SH Mode,active
982,user_02707,car,54-G631500,Toyota,Vios,active
983,user_02712,motorbike,54-Y318016,SYM,Galaxy,active
984,user_02713,car,62-I090202,Toyota,Fortuner,active
985,user_02715,motorbike,61-I344394,SYM,Angel,active
986,user_02718,motorbike,62-A759730,SYM,Galaxy,active
987,user_02720,motorbike,61-F001269,Yamaha,Exciter,active
988,user_02723,motorbike,61-I723597,Yamaha,Grande,active
989,user_02727,motorbike,60-D735926,SYM,Angel,active
990,user_02729,motorbike,54-I214531,SYM,Angel,active
991,user_02733,motorbike,59-W509416,Honda,Air Blade,active
992,user_02734,motorbike,59-F058162,Yamaha,Janus,active
993,user_02737,motorbike,15-H829452,Yamaha,Exciter,active
994,user_02738,motorbike,60-M629606,SYM,Attila,active
995,user_02740,motorbike,54-M056648,Yamaha,Sirius,active
996,user_02742,motorbike,54-A225478,SYM,Galaxy,active
997,user_02743,motorbike,61-X323993,SYM,Angel,active
998,user_02749,motorbike,60-Z285235,Yamaha,Janus,active
999,user_02750,motorbike,62-X557324,SYM,Elizabeth,active
1000,user_02754,motorbike,61-D424919,Honda,SH Mode,active
1001,user_02755,motorbike,15-G256502,Honda,Vision,active
1002,user_02760,motorbike,63-Y491867,SYM,Angel,active
1003,user_02764,motorbike,60-C674543,Honda,Wave Alpha,active
1004,user_02766,motorbike,59-O558523,SYM,Angel,active
1005,user_02767,motorbike,54-P106041,SYM,Attila,active
1006,user_02771,motorbike,59-C618569,SYM,Angel,active
1007,user_02772,motorbike,54-C710504,Honda,SH Mode,active
1008,user_02773,motorbike,63-Q513265,Honda,Future Neo,active
1009,user_02774,motorbike,63-K036174,SYM,Angel,active
1010,user_02776,motorbike,15-N839917,Yamaha,Exciter,active
1011,user_02777,motorbike,54-E922885,SYM,Galaxy,active
1012,user_02785,motorbike,61-V974471,Yamaha,Sirius,active
1013,user_02786,motorbike,60-V764018,Honda,Wave Alpha,active
1014,user_02797,motorbike,15-V184887,Yamaha,Nouvo,active
1015,user_02800,motorbike,60-N644121,Yamaha,Janus,active
1016,user_02801,motorbike,61-U524887,Yamaha,Nouvo,active
1017,user_02802,motorbike,60-H944631,Yamaha,Sirius,active
1018,user_02809,motorbike,60-S290594,Yamaha,Janus,active
1019,user_02811,car,63-Y697834,Hyundai,Accent,active
1020,user_02812,motorbike,54-F158926,Yamaha,Grande,active
1021,user_02813,motorbike,62-S997532,Honda,Winner X,active
1022,user_02815,motorbike,59-E343542,Honda,Wave Alpha,active
1023,user_02817,motorbike,63-N834042,Yamaha,Grande,active
1024,user_02818,motorbike,59-W012873,Yamaha,Janus,active
1025,user_02819,car,63-Z210405,Hyundai,Santa Fe,active
1026,user_02825,car,63-I525530,Honda,Civic,active
1027,user_02832,motorbike,63-G311724,SYM,Elizabeth,active
1028,user_02835,motorbike,61-M524365,SYM,Angel,active
1029,user_02836,motorbike,61-I608193,Honda,Air Blade,active
1030,user_02839,car,61-B591561,Kia,Cerato,active
1031,user_02845,motorbike,61-X798320,SYM,Galaxy,active
1032,user_02846,motorbike,63-A147288,Yamaha,Nouvo,active
1033,user_02848,motorbike,61-Y681097,Honda,Winner X,active
1034,user_02849,motorbike,61-T952921,SYM,Galaxy,active
1035,user_02852,motorbike,59-N215128,Honda,Wave Alpha,active
1036,user_02855,motorbike,62-D920199,Honda,Winner X,active
1037,user_02860,motorbike,15-H011890,SYM,Galaxy,active
1038,user_02867,motorbike,63-Q774404,SYM,Angel,active
1039,user_02868,car,15-K773284,Kia,Sportage,active
1040,user_02870,motorbike,63-W679920,Honda,Wave Alpha,active
1041,user_02872,motorbike,15-D752756,SYM,Elizabeth,active
1042,user_02873,motorbike,62-M293338,SYM,Elizabeth,active
1043,user_02875,motorbike,54-W344486,SYM,Attila,active
1044,user_02877,motorbike,15-N948291,Yamaha,Sirius,active
1045,user_02879,motorbike,63-W043913,SYM,Attila,active
1046,user_02881,motorbike,60-Q423396,Honda,Vision,active
1047,user_02885,car,59-Y520714,Honda,Accord,active
1048,user_02887,motorbike,61-U488764,Yamaha,Nouvo,active
1049,user_02892,motorbike,60-Y141932,SYM,Angel,active
1050,user_02893,car,63-S756462,Hyundai,Elantra,active
1051,user_02897,car,62-A678507,Hyundai,Santa Fe,active
1052,user_02903,motorbike,63-S128885,Yamaha,Grande,active
1053,user_02905,motorbike,54-V850589,Honda,Air Blade,active
1054,user_02913,motorbike,60-R392633,Yamaha,Janus,active
1055,user_02915,motorbike,61-K428695,Honda,SH Mode,active
1056,user_02920,motorbike,15-I606841,Honda,Wave Alpha,active
1057,user_02921,motorbike,60-L480326,Honda,SH Mode,active
1058,user_02924,car,63-L671094,Hyundai,Santa Fe,active
1059,user_02926,motorbike,63-Z429356,Yamaha,Exciter,active
1060,user_02927,motorbike,59-P819039,SYM,Elizabeth,active
1061,user_02930,motorbike,63-N461823,Yamaha,Exciter,active
1062,user_02939,motorbike,60-V415285,Yamaha,Grande,active
1063,user_02940,motorbike,61-X888277,Honda,Winner X,active
1064,user_02941,motorbike,60-I607224,SYM,Elizabeth,active
1065,user_02943,motorbike,54-N566300,Honda,Air Blade,active
1066,user_02946,motorbike,63-D437851,Yamaha,Sirius,active
1067,user_02947,motorbike,60-W029835,Honda,Wave Alpha,active
1068,user_02949,motorbike,59-O046945,Yamaha,Nouvo,active
1069,user_02951,car,15-T998348,Toyota,Fortuner,active
1070,user_02954,motorbike,61-W899881,SYM,Attila,active
1071,user_02957,motorbike,59-S213658,SYM,Angel,active
1072,user_02961,motorbike,54-S864667,Yamaha,Sirius,active
1073,user_02963,motorbike,59-J226151,SYM,Elizabeth,active
1074,user_02964,motorbike,15-I678589,Yamaha,Nouvo,active
1075,user_02966,car,63-N073395,Mazda,Mazda6,active
1076,user_02968,motorbike,63-X865318,Yamaha,Grande,active
1077,user_02969,motorbike,62-Y137931,Yamaha,Exciter,active
1078,user_02972,motorbike,15-D025675,Honda,Future Neo,active
1079,user_02974,motorbike,62-M952794,Yamaha,Exciter,active
1080,user_02975,motorbike,60-K220961,SYM,Angel,active
1081,user_02976,motorbike,62-G903493,Honda,Winner X,active
1082,user_02978,motorbike,60-T793574,Yamaha,Exciter,active
1083,user_02979,motorbike,62-L587205,SYM,Attila,active
1084,user_02981,motorbike,54-A328316,SYM,Elizabeth,active
1085,user_02983,motorbike,60-E573587,Yamaha,Exciter,active
1086,user_02992,motorbike,54-U466411,Yamaha,Grande,active
1087,user_02994,motorbike,54-D168640,Honda,Winner X,active
1088,user_02997,motorbike,59-D829306,Yamaha,Grande,active
1089,user_02998,motorbike,59-L886904,Yamaha,Grande,active
1090,user_03000,car,60-U512774,Toyota,Fortuner,active
1091,user_03004,motorbike,61-T495387,Honda,Wave Alpha,active
1092,user_03007,car,60-O370299,Hyundai,Accent,active
1093,user_03010,motorbike,54-Y829938,SYM,Attila,active
1094,user_03012,car,63-E215238,Honda,City,active
1095,user_03013,motorbike,54-S364278,Honda,Future Neo,active
1096,user_03018,motorbike,15-U776007,Yamaha,Sirius,active
1097,user_03025,motorbike,59-I791890,SYM,Galaxy,active
1098,user_03033,motorbike,59-M469830,SYM,Galaxy,active
1099,user_03034,motorbike,54-K707144,Honda,SH Mode,active
1100,user_03038,motorbike,61-I121835,Honda,Air Blade,active
1101,user_03046,motorbike,59-Q197601,Honda,SH Mode,active
1102,user_03050,motorbike,60-U399857,SYM,Attila,active
1103,user_03051,motorbike,54-K354673,Yamaha,Grande,active
1104,user_03052,motorbike,62-K244368,SYM,Galaxy,active
1105,user_03059,motorbike,60-J766475,SYM,Elizabeth,active
1106,user_03062,car,59-W157332,Hyundai,Accent,active
1107,user_03063,motorbike,61-P766600,SYM,Elizabeth,active
1108,user_03065,motorbike,15-B442534,SYM,Galaxy,active
1109,user_03066,motorbike,59-C997543,Honda,Wave Alpha,active
1110,user_03070,car,59-L810648,Honda,City,active
1111,user_03074,motorbike,15-E313440,Yamaha,Nouvo,active
1112,user_03078,motorbike,63-L749805,Honda,SH Mode,active
1113,user_03095,motorbike,59-A737919,Honda,SH Mode,active
1114,user_03097,motorbike,60-H208637,SYM,Angel,active
1115,user_03099,motorbike,62-M290076,SYM,Angel,active
1116,user_03101,motorbike,62-R827821,Yamaha,Sirius,active
1117,user_03105,motorbike,62-M195278,Honda,Air Blade,active
1118,user_03110,motorbike,15-S309133,Honda,Wave Alpha,active
1119,user_03111,motorbike,15-R058031,Yamaha,Exciter,active
1120,user_03116,motorbike,60-F120497,Yamaha,Exciter,active
1121,user_03117,motorbike,54-N647215,Honda,Winner X,active
1122,user_03120,car,54-Z660371,Honda,CR-V,active
1123,user_03123,motorbike,63-S146736,SYM,Galaxy,active
1124,user_03124,motorbike,15-H657059,Yamaha,Nouvo,active
1125,user_03130,motorbike,60-U625888,Yamaha,Sirius,active
1126,user_03131,motorbike,60-K351784,SYM,Galaxy,active
1127,user_03132,motorbike,63-I654791,SYM,Elizabeth,active
1128,user_03135,motorbike,61-C243025,Honda,SH Mode,active
1129,user_03139,motorbike,62-H714163,SYM,Galaxy,active
1130,user_03140,motorbike,60-A688611,Yamaha,Sirius,active
1131,user_03142,car,59-Z708207,Honda,Accord,active
1132,user_03143,car,54-Q228923,Hyundai,Santa Fe,active
1133,user_03146,motorbike,62-Y455177,Yamaha,Sirius,active
1134,user_03151,motorbike,60-T287475,Yamaha,Nouvo,active
1135,user_03154,car,62-P419933,Honda,Accord,active
1136,user_03156,car,61-M449012,Toyota,Innova,active
1137,user_03157,car,54-Y039081,Honda,Accord,active
1138,user_03164,motorbike,15-Y487506,SYM,Attila,active
1139,user_03165,motorbike,62-T588294,SYM,Attila,active
1140,user_03166,motorbike,59-O977669,Honda,Winner X,active
1141,user_03169,motorbike,62-V573474,Yamaha,Janus,active
1142,user_03170,car,63-P778748,Hyundai,Accent,active
1143,user_03173,car,54-Q081360,Kia,Sportage,active
1144,user_03175,motorbike,59-Q033023,Honda,Air Blade,active
1145,user_03181,motorbike,60-E771674,Yamaha,Nouvo,active
1146,user_03182,motorbike,61-N703249,Yamaha,Exciter,active
1147,user_03183,motorbike,54-H686557,SYM,Galaxy,active
1148,user_03184,motorbike,59-F686590,SYM,Angel,active
1149,user_03186,car,60-Y960324,Honda,Civic,active
1150,user_03197,car,63-G870862,Hyundai,Tucson,active
1151,user_03200,motorbike,15-X989846,Yamaha,Nouvo,active
1152,user_03203,motorbike,61-D665405,SYM,Elizabeth,active
1153,user_03204,motorbike,63-F984947,SYM,Elizabeth,active
1154,user_03205,motorbike,61-R859675,Honda,Future Neo,active
1155,user_03212,motorbike,62-I256116,SYM,Attila,active
1156,user_03215,motorbike,60-S655278,Honda,SH Mode,active
1157,user_03218,motorbike,59-N398404,Honda,Air Blade,active
1158,user_03219,motorbike,61-H191259,Yamaha,Nouvo,active
1159,user_03222,motorbike,63-A129133,Yamaha,Grande,active
1160,user_03223,motorbike,61-D057453,SYM,Elizabeth,active
1161,user_03225,motorbike,54-L003444,Yamaha,Nouvo,active
1162,user_03226,motorbike,59-J709106,Honda,SH Mode,active
1163,user_03227,motorbike,60-Z039506,SYM,Galaxy,active
1164,user_03228,motorbike,63-F818417,Honda,Vision,active
1165,user_03235,car,15-W050828,Honda,CR-V,active
1166,user_03241,motorbike,62-H806635,Honda,Air Blade,active
1167,user_03244,motorbike,61-J028037,Honda,Vision,active
1168,user_03248,motorbike,15-I696895,Honda,Future Neo,active
1169,user_03249,car,54-K388253,Hyundai,Elantra,active
1170,user_03251,motorbike,59-H911772,Honda,Air Blade,active
1171,user_03254,motorbike,63-D528276,SYM,Elizabeth,active
1172,user_03255,motorbike,59-M317701,SYM,Elizabeth,active
1173,user_03263,motorbike,54-M537662,Honda,Vision,active
1174,user_03264,car,61-S436992,Honda,City,active
1175,user_03267,motorbike,54-U021155,Yamaha,Exciter,active
1176,user_03274,motorbike,15-T925553,SYM,Attila,active
1177,user_03275,motorbike,61-P373271,Honda,Future Neo,active
1178,user_03276,motorbike,61-J402985,Yamaha,Janus,active
1179,user_03281,car,60-W346817,Toyota,Fortuner,active
1180,user_03286,motorbike,15-E696936,SYM,Angel,active
1181,user_03287,motorbike,61-U101031,Yamaha,Grande,active
1182,user_03288,motorbike,61-O680206,Honda,Air Blade,active
1183,user_03289,motorbike,59-P216098,SYM,Angel,active
1184,user_03292,motorbike,61-E001745,SYM,Attila,active
1185,user_03295,motorbike,59-Y715228,Honda,SH Mode,active
1186,user_03296,motorbike,61-E305729,Yamaha,Sirius,active
1187,user_03303,motorbike,54-X843896,Honda,Future Neo,active
1188,user_03305,motorbike,15-O597030,Honda,Future Neo,active
1189,user_03310,motorbike,61-B683444,Yamaha,Sirius,active
1190,user_03313,motorbike,60-P684222,Yamaha,Exciter,active
1191,user_03314,motorbike,63-O766130,Yamaha,Nouvo,active
1192,user_03317,motorbike,63-D694076,Yamaha,Exciter,active
1193,user_03321,motorbike,59-E331535,SYM,Attila,active
1194,user_03322,motorbike,59-A902851,Honda,Winner X,active
1195,user_03326,motorbike,15-Y111992,SYM,Angel,active
1196,user_03327,car,63-C253429,Honda,Civic,active
1197,user_03329,motorbike,54-Q988414,SYM,Galaxy,active
1198,user_03333,motorbike,63-S434168,Yamaha,Sirius,active
1199,user_03334,motorbike,62-Y187057,Yamaha,Grande,active
1200,user_03335,car,61-D923849,Toyota,Altis,active
1201,user_03342,motorbike,61-Z219393,SYM,Attila,active
1202,user_03343,motorbike,61-G680829,Yamaha,Grande,active
1203,user_03345,motorbike,63-W764885,SYM,Angel,active
1204,user_03347,car,62-Y159602,Hyundai,Santa Fe,active
1205,user_03351,motorbike,63-I790464,SYM,Attila,active
1206,user_03355,motorbike,62-Y176078,Honda,Air Blade,active
1207,user_03356,motorbike,59-R141703,Yamaha,Sirius,active
1208,user_03358,motorbike,15-S464341,Yamaha,Nouvo,active
1209,user_03360,car,61-W583336,Honda,CR-V,active
1210,user_03362,motorbike,63-N446860,Honda,SH Mode,active
1211,user_03366,car,61-Q413492,Mazda,CX-5,active
1212,user_03371,motorbike,54-H331742,Yamaha,Janus,active
1213,user_03372,motorbike,63-I039349,SYM,Angel,active
1214,user_03375,motorbike,54-V119155,SYM,Attila,active
1215,user_03377,motorbike,63-T976823,Honda,Wave Alpha,active
1216,user_03378,motorbike,61-G989351,Yamaha,Nouvo,active
1217,user_03385,motorbike,61-H644023,Yamaha,Nouvo,active
1218,user_03386,motorbike,54-C749686,Yamaha,Sirius,active
1219,user_03387,motorbike,61-D829494,Honda,Air Blade,active
1220,user_03390,car,59-I835482,Hyundai,Elantra,active
1221,user_03392,motorbike,62-D130282,Yamaha,Exciter,active
1222,user_03393,motorbike,54-R906953,Yamaha,Nouvo,active
1223,user_03395,motorbike,62-U725683,SYM,Angel,active
1224,user_03396,motorbike,63-B365666,Honda,Wave Alpha,active
1225,user_03397,motorbike,59-I388257,SYM,Galaxy,active
1226,user_03398,motorbike,54-G942523,Honda,Future Neo,active
1227,user_03403,motorbike,62-Y352802,Honda,Winner X,active
1228,user_03406,motorbike,62-F637780,Honda,Air Blade,active
1229,user_03411,motorbike,54-H667110,SYM,Attila,active
1230,user_03412,motorbike,62-S836712,Yamaha,Exciter,active
1231,user_03413,motorbike,15-I381404,SYM,Galaxy,active
1232,user_03415,car,61-M394301,Mazda,CX-5,active
1233,user_03419,motorbike,60-P747969,Yamaha,Grande,active
1234,user_03425,car,60-M805796,Hyundai,Tucson,active
1235,user_03426,motorbike,54-W333799,Honda,SH Mode,active
1236,user_03427,motorbike,59-N963528,SYM,Elizabeth,active
1237,user_03428,motorbike,15-F104217,Honda,Air Blade,active
1238,user_03434,motorbike,54-D945171,SYM,Attila,active
1239,user_03435,motorbike,15-P301167,SYM,Angel,active
1240,user_03438,motorbike,54-L961846,Yamaha,Sirius,active
1241,user_03439,motorbike,62-D321562,Yamaha,Sirius,active
1242,user_03442,motorbike,54-N767634,Honda,Vision,active
1243,user_03444,motorbike,61-F901881,Honda,SH Mode,active
1244,user_03445,motorbike,59-V362924,SYM,Angel,active
1245,user_03450,motorbike,59-E430714,SYM,Angel,active
1246,user_03452,motorbike,62-K422761,Yamaha,Sirius,active
1247,user_03456,motorbike,60-D626131,SYM,Elizabeth,active
1248,user_03457,motorbike,15-G189241,Yamaha,Exciter,active
1249,user_03458,car,54-S281951,Hyundai,Elantra,active
1250,user_03462,motorbike,15-A178033,Honda,Vision,active
1251,user_03466,car,63-N829021,Mazda,CX-8,active
1252,user_03467,motorbike,63-O781786,Yamaha,Grande,active
1253,user_03468,motorbike,59-U572697,Honda,Future Neo,active
1254,user_03471,motorbike,61-G191753,SYM,Galaxy,active
1255,user_03472,motorbike,15-W144145,SYM,Angel,active
1256,user_03475,motorbike,62-M031251,Honda,Vision,active
1257,user_03479,motorbike,62-Y350186,Yamaha,Nouvo,active
1258,user_03480,motorbike,59-I139927,SYM,Galaxy,active
1259,user_03481,motorbike,62-E585519,SYM,Elizabeth,active
1260,user_03483,motorbike,15-E493380,Yamaha,Exciter,active
1261,user_03486,motorbike,60-F862026,Yamaha,Janus,active
1262,user_03492,motorbike,54-I443656,Honda,SH Mode,active
1263,user_03495,motorbike,59-L435461,Honda,SH Mode,active
1264,user_03497,car,54-F209552,Toyota,Vios,active
1265,user_03498,motorbike,15-I152526,Yamaha,Nouvo,active
1266,user_03499,car,59-S254626,Toyota,Altis,active
1267,user_03501,motorbike,61-I493260,SYM,Elizabeth,active
1268,user_03504,motorbike,61-C765557,Yamaha,Exciter,active
1269,user_03507,motorbike,63-F839446,Honda,SH Mode,active
1270,user_03515,motorbike,54-N332548,Honda,SH Mode,active
1271,user_03518,motorbike,63-S794268,SYM,Attila,active
1272,user_03519,motorbike,60-M543675,Yamaha,Sirius,active
1273,user_03520,car,59-R060295,Hyundai,Tucson,active
1274,user_03522,motorbike,59-J977081,Yamaha,Sirius,active
1275,user_03523,motorbike,54-Z382530,SYM,Attila,active
1276,user_03524,motorbike,60-K534934,Yamaha,Sirius,active
1277,user_03525,motorbike,61-E999847,Honda,Air Blade,active
1278,user_03531,motorbike,54-L661040,Yamaha,Sirius,active
1279,user_03532,motorbike,60-S274220,SYM,Angel,active
1280,user_03534,car,62-F829331,Honda,CR-V,active
1281,user_03535,car,59-J090399,Mazda,CX-8,active
1282,user_03539,motorbike,59-C374368,SYM,Elizabeth,active
1283,user_03543,motorbike,59-W245188,Honda,Wave Alpha,active
1284,user_03545,motorbike,61-J686432,Yamaha,Janus,active
1285,user_03552,motorbike,62-F662287,Yamaha,Exciter,active
1286,user_03559,motorbike,61-Z455476,Honda,Vision,active
1287,user_03564,motorbike,54-D526533,SYM,Galaxy,active
1288,user_03565,motorbike,62-U616397,Honda,Air Blade,active
1289,user_03568,motorbike,59-Z024063,Honda,Wave Alpha,active
1290,user_03570,motorbike,61-S389366,Honda,Air Blade,active
1291,user_03571,car,15-A665862,Honda,City,active
1292,user_03572,car,63-W673109,Hyundai,Elantra,active
1293,user_03577,car,61-Q699311,Kia,Morning,active
1294,user_03582,motorbike,62-N172863,Yamaha,Janus,active
1295,user_03584,motorbike,62-L926280,SYM,Galaxy,active
1296,user_03587,car,62-S273753,Honda,City,active
1297,user_03588,motorbike,60-F804736,Yamaha,Sirius,active
1298,user_03589,motorbike,62-P009214,Yamaha,Nouvo,active
1299,user_03596,motorbike,61-X343791,Honda,Air Blade,active
1300,user_03597,motorbike,61-O649233,SYM,Galaxy,active
1301,user_03600,car,54-T866372,Honda,City,active
1302,user_03602,motorbike,15-T084645,SYM,Galaxy,active
1303,user_03603,motorbike,62-I234422,Yamaha,Sirius,active
1304,user_03614,car,62-E897271,Kia,Sportage,active
1305,user_03615,motorbike,15-L847813,SYM,Attila,active
1306,user_03616,motorbike,61-G344792,Yamaha,Exciter,active
1307,user_03620,car,15-M102364,Honda,Accord,active
1308,user_03629,car,15-A758439,Honda,Civic,active
1309,user_03631,motorbike,54-L983345,Yamaha,Nouvo,active
1310,user_03633,motorbike,59-J380049,Honda,Vision,active
1311,user_03634,motorbike,54-D007829,Honda,Winner X,active
1312,user_03635,motorbike,59-V933674,Honda,Wave Alpha,active
1313,user_03636,motorbike,60-C804479,Yamaha,Nouvo,active
1314,user_03638,motorbike,60-Q340766,SYM,Angel,active
1315,user_03642,car,61-L475253,Hyundai,Tucson,active
1316,user_03651,motorbike,59-K149928,SYM,Galaxy,active
1317,user_03655,motorbike,15-S531274,Honda,Winner X,active
1318,user_03658,car,15-J949521,Toyota,Altis,active
1319,user_03660,motorbike,54-F538915,Yamaha,Grande,active
1320,user_03668,motorbike,15-B070332,SYM,Angel,active
1321,user_03670,motorbike,59-A884916,Yamaha,Janus,active
1322,user_03672,motorbike,62-Z286192,Honda,Winner X,active
1323,user_03673,car,62-H068815,Honda,CR-V,active
1324,user_03677,motorbike,62-T163508,SYM,Elizabeth,active
1325,user_03679,motorbike,15-V667501,Honda,Winner X,active
1326,user_03681,motorbike,15-D336453,Honda,Future Neo,active
1327,user_03683,motorbike,62-R747210,SYM,Attila,active
1328,user_03685,motorbike,61-V257208,SYM,Elizabeth,active
1329,user_03691,motorbike,15-T586114,Yamaha,Janus,active
1330,user_03695,motorbike,61-Q823565,Yamaha,Exciter,active
1331,user_03699,motorbike,54-Q474877,Honda,Winner X,active
1332,user_03700,motorbike,63-P411429,Yamaha,Nouvo,active
1333,user_03702,motorbike,15-W727539,Yamaha,Exciter,active
1334,user_03703,motorbike,61-O633669,Honda,Vision,active
1335,user_03705,motorbike,62-X306316,Honda,Vision,active
1336,user_03708,motorbike,61-Z509445,Yamaha,Janus,active
1337,user_03710,motorbike,15-A736626,Yamaha,Exciter,active
1338,user_03717,motorbike,60-I515484,Honda,Wave Alpha,active
1339,user_03727,motorbike,54-E815970,Yamaha,Nouvo,active
1340,user_03730,car,63-N116751,Honda,City,active
1341,user_03731,motorbike,15-P083611,Honda,Wave Alpha,active
1342,user_03735,motorbike,62-P232333,Honda,SH Mode,active
1343,user_03737,motorbike,63-J460760,Yamaha,Janus,active
1344,user_03740,motorbike,63-O208664,Yamaha,Nouvo,active
1345,user_03743,car,63-E610303,Kia,Cerato,active
1346,user_03746,motorbike,62-L782094,Yamaha,Exciter,active
1347,user_03747,car,60-N824230,Kia,Sportage,active
1348,user_03748,motorbike,54-T947079,Honda,Future Neo,active
1349,user_03756,motorbike,61-E899094,Yamaha,Grande,active
1350,user_03759,motorbike,54-N989215,Honda,Future Neo,active
1351,user_03760,motorbike,62-X279802,Honda,Air Blade,active
1352,user_03774,motorbike,63-H872848,Honda,Vision,active
1353,user_03775,car,15-A921657,Toyota,Innova,active
1354,user_03776,motorbike,15-Z646760,Honda,SH Mode,active
1355,user_03777,motorbike,54-J571125,Yamaha,Nouvo,active
1356,user_03780,motorbike,54-X826535,Honda,Air Blade,active
1357,user_03781,motorbike,54-C970821,Yamaha,Janus,active
1358,user_03782,motorbike,60-L401658,SYM,Elizabeth,active
1359,user_03787,motorbike,15-S846184,Yamaha,Exciter,active
1360,user_03789,motorbike,62-Y062487,Honda,Future Neo,active
1361,user_03792,motorbike,15-Q631152,Yamaha,Sirius,active
1362,user_03794,motorbike,63-S827276,Honda,SH Mode,active
1363,user_03795,motorbike,59-Q535871,Honda,Winner X,active
1364,user_03800,motorbike,59-I934754,Yamaha,Nouvo,active
1365,user_03802,motorbike,61-H854370,Yamaha,Nouvo,active
1366,user_03806,motorbike,59-B125929,SYM,Angel,active
1367,user_03811,motorbike,15-P185781,SYM,Galaxy,active
1368,user_03817,motorbike,62-P566053,Yamaha,Sirius,active
1369,user_03821,car,61-D394493,Honda,Civic,active
1370,user_03822,motorbike,59-R473847,Yamaha,Janus,active
1371,user_03827,motorbike,60-J214392,Honda,Winner X,active
1372,user_03829,motorbike,54-D316335,SYM,Attila,active
1373,user_03841,motorbike,63-F201644,SYM,Angel,active
1374,user_03843,car,15-L963271,Kia,Morning,active
1375,user_03844,motorbike,15-C534831,Honda,SH Mode,active
1376,user_03850,motorbike,54-W652104,Honda,Winner X,active
1377,user_03851,motorbike,62-M614025,Honda,SH Mode,active
1378,user_03852,motorbike,63-B540480,Honda,SH Mode,active
1379,user_03861,motorbike,61-E049860,SYM,Galaxy,active
1380,user_03864,car,62-K208250,Kia,Sorento,active
1381,user_03867,car,54-G381831,Mazda,Mazda6,active
1382,user_03869,motorbike,61-N931030,Yamaha,Janus,active
1383,user_03872,motorbike,54-T442799,SYM,Angel,active
1384,user_03876,motorbike,54-T009469,SYM,Attila,active
1385,user_03877,motorbike,59-O951648,Yamaha,Nouvo,active
1386,user_03881,motorbike,59-Q916900,Yamaha,Janus,active
1387,user_03883,motorbike,62-H964217,Yamaha,Grande,active
1388,user_03886,car,59-Q271099,Honda,CR-V,active
1389,user_03889,motorbike,15-U851562,SYM,Angel,active
1390,user_03893,motorbike,60-W678001,Honda,Future Neo,active
1391,user_03894,motorbike,61-S189208,SYM,Angel,active
1392,user_03895,motorbike,59-V937894,SYM,Elizabeth,active
1393,user_03897,motorbike,61-E545796,Honda,Vision,active
1394,user_03898,motorbike,63-P580253,SYM,Attila,active
1395,user_03899,motorbike,63-O696452,Honda,Vision,active
1396,user_03905,car,59-V795951,Hyundai,Accent,active
1397,user_03907,motorbike,61-M510879,Honda,Air Blade,active
1398,user_03910,car,60-O933437,Honda,City,active
1399,user_03918,motorbike,15-C316899,SYM,Attila,active
1400,user_03919,motorbike,15-N614791,Honda,Winner X,active
1401,user_03921,motorbike,59-D053068,SYM,Attila,active
1402,user_03923,motorbike,60-Y978950,SYM,Galaxy,active
1403,user_03925,motorbike,62-N569747,Honda,SH Mode,active
1404,user_03928,car,62-W000351,Kia,Sportage,active
